id,discipline,department,speciality_id
9397,Сопротивление материалов,РК5,15.03.06_01
9398,"Кратные интегралы, ряды и теория вероятностей",ФН2,15.03.06_01
9399,Правоведение,ЮР,15.03.06_01
9400,Материаловедение,МТ8,15.03.06_01
9401,"Метрология, стандартизация и сертификация",МТ4,15.03.06_01
9402,Основы мехатроники и робототехники,СМ7,15.03.06_01
9403,Электронные устройства мехатронных и робототехнических систем,СМ7,15.03.06_01
9404,Электротехника,ФН7,15.03.06_01
9405,Дополнительные главы анализа,ФН2,15.03.06_01
9406,Политология,СГН3,15.03.06_01
9407,"Детали мехатронных модулей, роботов и основы конструирования",РЛ5,15.03.06_01
9408,Основы машиностроительной гидравлики и гидромашины,Э10,15.03.06_01
9409,Технология автоматизированного приборостроения и машиностроения,СМ12,15.03.06_01
9410,Электронные устройства мехатронных систем. Ч.1,СМ7,15.03.06_01
9411,Теория автоматического управления,СМ7,15.03.06_01
9412,Основы автоматизированного проектирования мехатронных и робототехнических систем,СМ7,15.03.06_01
9413,Философия,СГН4,15.03.06_01
9414,Экология,Э9,15.03.06_01
9415,Микропроцессорная техника в мехатронике и робототехнике,СМ7,15.03.06_01
9416,Безопасность жизнедеятельности,Э9,15.03.06_01
9417,Основы проектирования мехатронных и робототехнических систем,СМ7,15.03.06_01
9418,Экономика,ИБМ2,15.03.06_01
9419,Методы оптимизации в проектировании систем мехатроники и робототехники,СМ7,15.03.06_01
9420,Проектирование мехатронных систем,СМ7,15.03.06_01
9421,Моделирование мехатронных систем,СМ7,15.03.06_01
9422,Русский язык и культура речи,Л1,15.03.06_01
9423,Информационные устройства и системы в мехатронике,СМ7,15.03.06_01
9424,Конструкция мехатронных модулей,СМ7,15.03.06_01
9425,Основы цифровой техники,СМ7,15.03.06_01
9426,Электрические приводы мехатронных и робототехнических систем,СМ7,15.03.06_01
9427,Электронные устройства мехатронных систем. Ч.2,СМ7,15.03.06_01
9428,Разностные уравнения,СМ7,15.03.06_01
9429,Технология производства мехатронных систем,СМ12,15.03.06_01
9430,Микропроцессорные устройства мехатронных систем,СМ7,15.03.06_01
9431,Основы экспериментальных исследований мехатронных и робототехнических систем,СМ7,15.03.06_01
9432,Основы языка СИ в приложениях к проектированию систем,СМ7,15.03.06_01
9433,ДВ №1 (основная) : Элективный курс по физической культуре и спорту,ФВ,15.03.06_01
